,rank_test_score,mean_test_score,std_test_score,param_pca__n_components,param_imputer__strategy,param_df_selector__attribute_names,param_SVM__kernel,param_SVM__gamma,param_SVM__degree,param_SVM__C
9131,1451,-0.6919766178146027,0.11675829858845471,0.8,median,wk_9_10,poly,10,3,1
3861,1452,-0.6919788996283633,0.11885013772610135,0.95,most_frequent,all,linear,100,3,1000
8234,1453,-0.6919976813637045,0.009835035391433856,0.9,median,all,rbf,1,6,100
1008,1454,-0.6919981378973462,0.004909960952518513,0.8,most_frequent,wk_9_10,rbf,1,2,1
2127,1455,-0.6920120330064917,0.02802010341386183,0.8,median,wk_9_10,linear,10,5,100
1266,1456,-0.6920147865992587,0.011504663608053325,0.9,median,all,rbf,100,5,100
7392,1457,-0.6920152022248164,0.011002129337049896,0.95,most_frequent,all,rbf,1,2,10
5026,1458,-0.6920199303002244,0.16282639137849325,0.95,mean,all,linear,100,3,100
8193,1459,-0.692030939165188,0.006036778871149319,0.95,most_frequent,all,rbf,10,3,1
944,1460,-0.6920327406375482,0.0075545890325495815,0.9,most_frequent,wk_9_10,rbf,100,6,100
1860,1461,-0.6920430334590877,0.09274379216953625,0.7,mean,all,linear,0.01,2,10
8716,1462,-0.6920457304073814,0.010951208001431106,0.85,median,all,rbf,10,5,100
2402,1463,-0.6920501674401093,0.008475225628593335,0.9,median,all,rbf,100,6,100
5533,1464,-0.6920533769520707,0.005999950130995218,0.8,median,wk_9_10,rbf,100,6,1
4329,1465,-0.6920543989587283,0.06312480368403005,0.9,median,wk_10,poly,0.01,3,0.1
7296,1466,-0.6920566316089692,0.012371176815789902,0.6,mean,all,rbf,100,5,100
4274,1467,-0.6920657967443063,0.005534266002312405,0.8,most_frequent,all,rbf,100,5,1
6472,1468,-0.6920697264048041,0.009021671956462673,0.8,median,all,rbf,100,4,10
5900,1469,-0.6920822757226809,0.008680234681216153,0.95,most_frequent,all,rbf,10,4,1000
6786,1470,-0.6920832227581014,0.05928773195236019,0.7,most_frequent,wk_9_10,rbf,0.01,4,10
5479,1471,-0.6920913043113995,0.04732126142501184,0.7,median,all,poly,10,5,0.01
8233,1472,-0.6920931897004529,0.010060835497511184,0.7,mean,wk_9_10,rbf,10,2,10
8997,1473,-0.6920978596538221,0.0058974420777815175,0.9,mean,wk_9_10,rbf,100,2,1
9031,1474,-0.6921054311295077,0.14431071218355632,0.7,mean,all,linear,0.1,6,0.1
9886,1475,-0.6921066749966365,0.006080124121216366,0.8,mean,all,rbf,10,2,1
5556,1476,-0.6921092518430633,0.018140044049133747,0.7,most_frequent,all,linear,10,6,1000
5934,1477,-0.6921322698759624,0.10963185095036707,0.7,most_frequent,wk_9_10,linear,0.1,6,10
9992,1478,-0.6921345919548887,0.008802563538602539,0.7,mean,all,rbf,1,2,1000
7608,1479,-0.6921354559527019,0.007838658262733932,0.85,median,all,rbf,10,6,1
6906,1480,-0.6921423920539763,0.005149025935810285,0.85,mean,wk_9_10,rbf,1,6,1
9201,1481,-0.6921529038934915,0.007512477351049318,0.8,most_frequent,wk_9_10,rbf,10,3,100
1780,1482,-0.6921550810923757,0.010890818616354804,0.7,mean,all,rbf,100,2,1000
7872,1483,-0.6921599389926283,0.005730813205319605,0.9,most_frequent,all,rbf,0.1,2,1
