,Rank,CV score (mean),CV score (standard deviation),Target imputation,PCA prop. var.,Imputer strategy,Feature subset,SVM kernel,SVM gamma,SVM degree,SVM C
7304,4689,56.50901833436537,26.61640483687754,No Imputation,0.6,mean,wk_10,rbf,10,6,0.01
5795,4690,56.50901833436537,26.61640483687754,No Imputation,0.6,mean,wk_10,rbf,10,4,0.01
8510,4691,56.50901833436537,26.61640483687754,No Imputation,0.6,mean,wk_10,rbf,10,2,0.01
6807,4692,56.50901833436537,26.61640483687754,No Imputation,0.6,mean,wk_10,rbf,10,3,0.01
3295,4693,56.50901970508371,26.616406771688144,No Imputation,0.6,median,wk_10,rbf,10,6,0.01
154,4694,56.50901999444609,26.616407074454692,No Imputation,0.8,most_frequent,wk_10,rbf,10,5,0.01
5031,4695,56.50901999444609,26.616407074454692,No Imputation,0.8,most_frequent,wk_10,rbf,10,6,0.01
2466,4696,56.5090199995921,26.616407078068175,No Imputation,0.7,median,wk_10,rbf,10,2,0.01
1642,4697,56.5090199995921,26.616407078068175,No Imputation,0.7,median,wk_10,rbf,10,4,0.01
6715,4698,56.5090199995921,26.616407078068175,No Imputation,0.7,median,wk_10,rbf,10,6,0.01
2237,4699,56.50901999978888,26.616407078310434,No Imputation,0.85,most_frequent,wk_10,rbf,10,3,0.01
811,4700,56.50901999978888,26.616407078310434,No Imputation,0.85,most_frequent,wk_10,rbf,10,2,0.01
3979,4701,56.50901999978888,26.616407078310434,No Imputation,0.85,most_frequent,wk_10,rbf,10,4,0.01
4504,4702,56.50901999982246,26.616407078268136,No Imputation,0.7,mean,wk_10,rbf,10,3,0.01
4584,4703,56.50901999982246,26.616407078268136,No Imputation,0.7,mean,wk_10,rbf,10,2,0.01
5995,4704,56.50901999987025,26.616407078384828,No Imputation,0.9,most_frequent,wk_10,rbf,10,3,0.01
7479,4705,56.50901999987025,26.616407078384828,No Imputation,0.9,most_frequent,wk_10,rbf,10,4,0.01
4926,4706,56.50901999987025,26.616407078384828,No Imputation,0.9,most_frequent,wk_10,rbf,10,2,0.01
6334,4707,56.50902000000001,26.616407078503812,No Imputation,0.6,most_frequent,wk_10,rbf,100,6,0.01
1019,4708,56.50902000000001,26.616407078503816,No Imputation,0.8,mean,wk_10,rbf,100,4,0.01
787,4709,56.50902000000001,26.616407078503816,No Imputation,0.9,most_frequent,wk_10,rbf,100,5,0.01
791,4710,56.50902000000001,26.616407078503816,No Imputation,0.8,most_frequent,wk_10,rbf,100,6,0.01
4048,4711,56.50902000000001,26.616407078503816,No Imputation,0.95,mean,wk_10,rbf,100,4,0.01
1028,4712,56.50902000000001,26.616407078503816,No Imputation,0.7,mean,wk_10,rbf,100,5,0.01
6382,4713,56.50902000000001,26.616407078503812,No Imputation,0.6,most_frequent,wk_10,rbf,100,3,0.01
3757,4714,56.50902000000001,26.616407078503816,No Imputation,0.9,mean,wk_10,rbf,10,6,0.01
5668,4715,56.50902000000001,26.616407078503816,No Imputation,0.8,mean,wk_10,rbf,100,5,0.01
5764,4716,56.50902000000001,26.616407078503816,No Imputation,0.8,mean,wk_10,rbf,10,2,0.01
3657,4717,56.50902000000001,26.616407078503816,No Imputation,0.6,median,wk_10,rbf,100,2,0.01
8712,4718,56.50902000000001,26.616407078503816,No Imputation,0.95,most_frequent,wk_10,rbf,100,5,0.01
8532,4719,56.50902000000001,26.616407078503816,No Imputation,0.6,mean,wk_10,rbf,100,3,0.01
2220,4720,56.50902000000001,26.616407078503816,No Imputation,0.85,mean,wk_10,rbf,100,3,0.01
3054,4721,56.50902000000001,26.616407078503816,No Imputation,0.8,mean,wk_10,rbf,100,3,0.01
8739,4722,56.50902000000001,26.616407078503816,No Imputation,0.95,most_frequent,wk_10,rbf,100,3,0.01
7392,4723,56.50902000000001,26.616407078503816,No Imputation,0.7,mean,wk_10,rbf,100,6,0.01
4064,4724,56.50902000000001,26.616407078503816,No Imputation,0.85,mean,wk_10,rbf,100,2,0.01
9081,4725,56.50902000000001,26.616407078503816,No Imputation,0.8,most_frequent,wk_10,rbf,100,4,0.01
9883,4726,56.50902000000001,26.616407078503816,No Imputation,0.9,most_frequent,wk_10,rbf,100,3,0.01
4800,4727,56.50902000000001,26.616407078503816,No Imputation,0.7,median,wk_10,rbf,100,2,0.01
2636,4728,56.50902000000001,26.616407078503816,No Imputation,0.6,mean,wk_10,rbf,100,6,0.01
2592,4729,56.50902000000001,26.616407078503816,No Imputation,0.7,median,wk_10,rbf,100,4,0.01
2045,4730,56.50902000000001,26.616407078503816,No Imputation,0.85,median,wk_10,rbf,100,2,0.01
7233,4731,56.50902000000001,26.616407078503816,No Imputation,0.8,median,wk_10,rbf,100,6,0.01
4192,4732,56.50902000000001,26.616407078503816,No Imputation,0.9,median,wk_10,rbf,100,4,0.01
5809,4733,56.50902000000001,26.616407078503816,No Imputation,0.95,mean,wk_10,rbf,10,6,0.01
9604,4734,56.50902000000001,26.616407078503816,No Imputation,0.95,most_frequent,wk_10,rbf,10,6,0.01
2377,4735,56.50902000000001,26.616407078503816,No Imputation,0.6,median,wk_10,rbf,100,6,0.01
5049,4736,56.50902000000001,26.616407078503816,No Imputation,0.9,most_frequent,wk_10,rbf,100,6,0.01
2784,4737,56.50902000000001,26.616407078503816,No Imputation,0.85,median,wk_10,rbf,100,6,0.01
565,4738,56.50902000000001,26.616407078503816,No Imputation,0.85,most_frequent,wk_10,rbf,100,4,0.01
9410,4739,56.50902000000001,26.616407078503816,No Imputation,0.95,mean,wk_10,rbf,100,6,0.01
8644,4740,56.50902000000001,26.616407078503816,No Imputation,0.8,most_frequent,wk_10,rbf,100,5,0.01
7345,4741,56.50902000000001,26.616407078503816,No Imputation,0.95,mean,wk_10,rbf,100,2,0.01
2813,4742,56.50902000000001,26.616407078503816,No Imputation,0.6,mean,wk_10,rbf,100,5,0.01
4849,4743,56.50902000000001,26.616407078503816,No Imputation,0.6,mean,wk_10,rbf,100,4,0.01
450,4744,56.50902000000001,26.616407078503816,No Imputation,0.8,most_frequent,wk_10,rbf,100,3,0.01
6722,4745,56.50902000000001,26.616407078503816,No Imputation,0.95,median,wk_10,rbf,100,5,0.01
1331,4746,56.50902000000001,26.616407078503816,No Imputation,0.9,median,wk_10,rbf,10,6,0.01
5946,4747,56.50902000000001,26.616407078503816,No Imputation,0.95,mean,wk_10,rbf,10,4,0.01
9711,4748,56.50902000000001,26.616407078503816,No Imputation,0.7,mean,wk_10,rbf,100,4,0.01
1403,4749,56.50902000000001,26.616407078503816,No Imputation,0.95,median,wk_10,rbf,100,6,0.01
3274,4750,56.50902000000001,26.616407078503816,No Imputation,0.7,most_frequent,wk_10,rbf,100,2,0.01
4362,4751,56.50902000000001,26.616407078503816,No Imputation,0.85,mean,wk_10,rbf,10,3,0.01
8046,4752,56.50902000000001,26.616407078503816,No Imputation,0.95,most_frequent,wk_10,rbf,100,4,0.01
4359,4753,56.50902000000001,26.616407078503816,No Imputation,0.95,mean,wk_10,rbf,100,3,0.01
6403,4754,56.50902000000001,26.616407078503816,No Imputation,0.95,mean,wk_10,rbf,10,5,0.01
