,Rank,CV score (mean),CV score (standard deviation),Target imputation,PCA prop. var.,Imputer strategy,Feature subset,SVM kernel,SVM gamma,SVM degree,SVM C
8942,168,0.5999302672597174,0.11983547294800477,No Imputation,0.8,mean,all,rbf,0.01,5,0.01
8860,169,0.6001438742575467,0.1391568648055854,KNN Imputation,0.85,most_frequent,wk_10,rbf,0.1,6,10
2930,170,0.6002047410127469,0.11525234745698108,KNN Imputation,0.8,most_frequent,wk_10,rbf,0.1,6,100
5106,171,0.6002708204492111,0.31617072329460905,KNN Imputation,0.7,most_frequent,all,rbf,0.01,4,1000
2942,172,0.60063535029719,0.12427806541929205,No Imputation,0.8,most_frequent,wk_10,rbf,0.1,2,100
4538,173,0.6007835802961623,0.22535672314575494,KNN Imputation,0.9,most_frequent,all,rbf,0.01,2,1000
1134,174,0.6011543457983051,0.1316310264661039,No Imputation,0.85,most_frequent,wk_10,rbf,0.1,3,1000
3870,175,0.6012205416990998,0.17285069177326493,KNN Imputation,0.7,mean,wk_9_10,poly,10,2,1000
3034,176,0.6016012275087249,0.06793630675934613,No Imputation,0.8,most_frequent,wk_9_10,poly,100,2,100
4180,177,0.6016558397339777,0.17943596144657956,KNN Imputation,0.95,mean,wk_10,poly,0.01,5,1
6128,178,0.6018317957385609,0.2201975746009006,No Imputation,0.9,most_frequent,all,rbf,0.01,3,10
1593,179,0.6018400438184616,0.17530048621773467,No Imputation,0.6,most_frequent,all,rbf,0.01,3,100
2545,180,0.6020076824250478,0.17755949586817754,No Imputation,0.6,most_frequent,all,rbf,0.01,2,10
37,181,0.6020081554242183,0.1309863386109622,KNN Imputation,0.8,most_frequent,wk_10,rbf,0.1,4,100
2610,182,0.6024134126476489,0.15995919390920832,No Imputation,0.8,most_frequent,wk_10,rbf,0.1,3,100
2546,183,0.6024222914084127,0.2120320279463115,No Imputation,0.6,most_frequent,all,rbf,0.01,5,10
2663,184,0.602532774395879,0.15496630066916808,KNN Imputation,0.7,most_frequent,all,rbf,0.01,5,0.1
