,rank_test_score,mean_test_score,std_test_score,param_pca__n_components,param_imputer__strategy,param_df_selector__attribute_names,param_SVM__kernel,param_SVM__gamma,param_SVM__degree,param_SVM__C
2636,90,-0.605256242383887,0.12875234606836047,0.7,median,wk_10,poly,10,6,10
6791,91,-0.6054177505797202,0.13110367687662594,0.95,median,wk_10,linear,10,6,0.1
2962,92,-0.6054208186825357,0.13943103433706178,0.6,most_frequent,wk_10,linear,1,6,100
5737,93,-0.6057332604658362,0.11708690110016493,0.95,median,wk_10,linear,10,5,0.1
278,94,-0.6063391430261595,0.12867615195798401,0.7,median,wk_10,poly,1,4,10
5553,95,-0.6065428059769176,0.1321115243225643,0.6,most_frequent,wk_9_10,linear,10,2,0.1
1863,96,-0.6066656469213512,0.11892378532618196,0.85,median,wk_9_10,linear,0.01,6,100
4355,97,-0.6066877550079532,0.10155416506803677,0.6,most_frequent,wk_9_10,linear,0.1,5,1
2567,98,-0.6069782554023859,0.14317582844687451,0.6,most_frequent,wk_10,linear,100,2,100
27,99,-0.606997083808807,0.13161958417169425,0.6,most_frequent,wk_10,linear,0.1,6,1
6905,100,-0.6071767869354825,0.13912483439986384,0.9,most_frequent,wk_9_10,linear,100,2,0.1
2827,101,-0.6074883791977186,0.15643747203078073,0.95,median,wk_10,linear,0.1,5,0.1
5280,102,-0.6076755486517571,0.12818479706577451,0.6,most_frequent,wk_9_10,linear,0.01,4,0.1
6154,103,-0.6076766973466372,0.14140221007206863,0.6,most_frequent,wk_9_10,linear,0.01,2,1
4406,104,-0.6080469469612471,0.14387923926416166,0.6,most_frequent,wk_9_10,linear,1,2,0.1
8923,105,-0.6080991666792512,0.09403026668905089,0.7,most_frequent,wk_9_10,linear,0.01,4,0.1
628,106,-0.6081096952325749,0.11413187855906536,0.7,median,wk_10,poly,10,6,0.1
9276,107,-0.6082659096195594,0.13322728961666216,0.9,median,wk_10,linear,1,3,0.01
3888,108,-0.6083115336396803,0.14985527141613833,0.8,most_frequent,wk_9_10,linear,0.1,3,0.1
3149,109,-0.6085114967283761,0.1410187253856581,0.95,median,wk_10,linear,10,3,0.1
